,menu_id,place,occasion,date,location,page_count,dish_count,dish_name,dish_id,menu_item_id,menu_page_id,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,price_x,high_price,tokenized_desc,no_stopwords,pos_desc,desc_len,desc_all_len,cleaned_text,clean_text,decade,avg_price_at_restaurant
88178,34834,,,1912-08-31,Grand Hotel Hungaria,4,400,camembert,1313.0,1320603,74479,1158,1325,1881,2012,0.0,30.0,80.0,,['camembert'],['camembert'],"[('camembert', 'NN')]",1.0,1.0,'camembert',camembert,1910,197.8235294117647
88179,34834,,,1912-08-31,Grand Hotel Hungaria,4,400,camembert,1313.0,1320801,74481,1158,1325,1881,2012,0.0,30.0,80.0,,['camembert'],['camembert'],"[('camembert', 'NN')]",1.0,1.0,'camembert',camembert,1910,197.8235294117647
88656,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,cafe turc,6494.0,498393,45605,160,162,1894,1954,0.0,20.0,150.0,,"['cafe', 'turc']","['cafe', 'turc']","[('cafe', 'JJ'), ('turc', 'NN')]",2.0,2.0,"'cafe', 'turc'",cafe turc,1950,351.86046511627904
90250,26768,La Maree,,2012-04-26,La Maree,3,487,cafe,2450.0,523446,46516,838,863,1866,2012,0.0,30.0,8.0,,['cafe'],['cafe'],"[('cafe', 'NN')]",1.0,1.0,'cafe',cafe,2010,448.0400843881857
90260,28830,,,1987-01-01,Lido Cabaret Restaurant,4,63,cafe,2450.0,685051,53991,838,863,1866,2012,0.0,30.0,200.0,,['cafe'],['cafe'],"[('cafe', 'NN')]",1.0,1.0,'cafe',cafe,1980,654.2553191489362
90418,23618,"PARIS,FRANCE",DAILY;,1906-08-04,Maxim's,2,73,petits pois,6334.0,1306439,34129,129,130,1864,1972,0.0,1.0,1.5,,"['petits', 'pois']","['petits', 'pois']","[('petits', 'NNS'), ('pois', 'VBP')]",2.0,2.0,"'petits', 'pois'",petits pois,1900,454.34952606635073
90431,26697,"restaurant, Maxim's, ",,1954-08-12,Maxim's,3,72,petits pois,6334.0,525508,46157,129,130,1864,1972,0.0,1.0,400.0,,"['petits', 'pois']","['petits', 'pois']","[('petits', 'NNS'), ('pois', 'VBP')]",2.0,2.0,"'petits', 'pois'",petits pois,1950,454.34952606635073
90435,29537,,,1955-09-07,Victor's Bar,1,73,petits pois,6334.0,768499,56719,129,130,1864,1972,0.0,1.0,120.0,,"['petits', 'pois']","['petits', 'pois']","[('petits', 'NNS'), ('pois', 'VBP')]",2.0,2.0,"'petits', 'pois'",petits pois,1950,124.50281690140844
90445,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,fromage,6306.0,498376,45605,266,270,1880,1987,0.0,40.0,100.0,,['fromage'],['fromage'],"[('fromage', 'NN')]",1.0,1.0,'fromage',fromage,1950,351.86046511627904
91179,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,macaroni au gratin,4270.0,485155,44992,339,345,1857,1969,0.0,40.0,450.0,,"['macaroni', 'au', 'gratin']","['macaroni', 'au', 'gratin']","[('macaroni', 'NN'), ('au', 'NN'), ('gratin', 'NN')]",3.0,3.0,"'macaroni', 'au', 'gratin'",macaroni au gratin,1960,405.75757575757575
91314,34833,,,1912-08-31,Grand Hotel Hungaria,4,400,macaroni au gratin,4270.0,1321175,74475,339,345,1857,1969,0.0,40.0,120.0,,"['macaroni', 'au', 'gratin']","['macaroni', 'au', 'gratin']","[('macaroni', 'NN'), ('au', 'NN'), ('gratin', 'NN')]",3.0,3.0,"'macaroni', 'au', 'gratin'",macaroni au gratin,1910,197.8235294117647
91315,34834,,,1912-08-31,Grand Hotel Hungaria,4,400,macaroni au gratin,4270.0,1320693,74479,339,345,1857,1969,0.0,40.0,120.0,,"['macaroni', 'au', 'gratin']","['macaroni', 'au', 'gratin']","[('macaroni', 'NN'), ('au', 'NN'), ('gratin', 'NN')]",3.0,3.0,"'macaroni', 'au', 'gratin'",macaroni au gratin,1910,197.8235294117647
93007,29190,,,1951-01-01,Compagnie Generale Transatlantique,17,338,sauternes,1141.0,699859,55421,286,311,1881,2012,0.0,100.0,225.0,400.0,['sauternes'],['sauternes'],"[('sauternes', 'NNS')]",1.0,1.0,'sauternes',sauternes,1950,379.559030418251
93009,29439,,,1953-01-01,Ledoyen,7,214,sauternes,1141.0,755979,56339,286,311,1881,2012,0.0,100.0,850.0,,['sauternes'],['sauternes'],"[('sauternes', 'NNS')]",1.0,1.0,'sauternes',sauternes,1950,658.4703947368421
93032,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,sauternes,1141.0,948439,63905,286,311,1881,2012,0.0,100.0,15.0,,['sauternes'],['sauternes'],"[('sauternes', 'NNS')]",1.0,1.0,'sauternes',sauternes,1920,379.559030418251
94903,26458,Orchid Room,,1969-12-01,Hotel Okura,3,99,ham,1099.0,494520,44973,1248,1333,1851,2928,0.0,95.0,300.0,,['ham'],['ham'],"[('ham', 'NN')]",1.0,1.0,'ham',ham,1960,214.0
94904,26458,Orchid Room,,1969-12-01,Hotel Okura,3,99,ham,1099.0,1127774,44973,1248,1333,1851,2928,0.0,95.0,150.0,,['ham'],['ham'],"[('ham', 'NN')]",1.0,1.0,'ham',ham,1960,214.0
95398,26471,da Flavio Ristorante Antico Boeucc,,1966-06-20,Da Flavio Ristorante Antico Boeucc,7,98,medoc,1474.0,596649,45060,265,280,1864,1981,0.0,100.0,2000.0,,['medoc'],['medoc'],"[('medoc', 'NN')]",1.0,1.0,'medoc',medoc,1960,1870.938775510204
95409,29439,,,1953-01-01,Ledoyen,7,214,medoc,1474.0,755906,56339,265,280,1864,1981,0.0,100.0,800.0,,['medoc'],['medoc'],"[('medoc', 'NN')]",1.0,1.0,'medoc',medoc,1950,658.4703947368421
97242,29439,,,1953-01-01,Ledoyen,7,214,benedictine,1376.0,755944,56339,751,765,1881,1985,0.0,20.0,450.0,,['benedictine'],['benedictine'],"[('benedictine', 'NN')]",1.0,1.0,'benedictine',benedictine,1950,658.4703947368421
97649,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,vermouth,993.0,947508,63909,311,318,1858,1989,0.0,20.0,6.0,,['vermouth'],['vermouth'],"[('vermouth', 'NN')]",1.0,1.0,'vermouth',vermouth,1920,379.559030418251
98195,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,ginger ale,1125.0,495052,44996,469,488,1873,1990,0.0,25.0,110.0,,"['ginger', 'ale']","['ginger', 'ale']","[('ginger', 'NN'), ('ale', 'NN')]",2.0,2.0,"'ginger', 'ale'",ginger ale,1960,405.75757575757575
98257,29190,,,1951-01-01,Compagnie Generale Transatlantique,17,338,ginger ale,1125.0,699910,55430,469,488,1873,1990,0.0,25.0,75.0,,"['ginger', 'ale']","['ginger', 'ale']","[('ginger', 'NN'), ('ale', 'NN')]",2.0,2.0,"'ginger', 'ale'",ginger ale,1950,379.559030418251
98306,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,ginger ale,1125.0,949671,63908,469,488,1873,1990,0.0,25.0,10.0,,"['ginger', 'ale']","['ginger', 'ale']","[('ginger', 'NN'), ('ale', 'NN')]",2.0,2.0,"'ginger', 'ale'",ginger ale,1920,379.559030418251
100900,23618,"PARIS,FRANCE",DAILY;,1906-08-04,Maxim's,2,73,haricots verts,374613.0,1306438,34129,33,33,1885,1918,0.0,0.7,1.5,,"['haricots', 'verts']","['haricots', 'verts']","[('haricots', 'NNS'), ('verts', 'NNS')]",2.0,2.0,"'haricots', 'verts'",haricots verts,1900,454.34952606635073
100915,34833,,,1912-08-31,Grand Hotel Hungaria,4,400,haricots verts,374613.0,1321167,74475,33,33,1885,1918,0.0,0.7,120.0,,"['haricots', 'verts']","['haricots', 'verts']","[('haricots', 'NNS'), ('verts', 'NNS')]",2.0,2.0,"'haricots', 'verts'",haricots verts,1910,197.8235294117647
100916,34834,,,1912-08-31,Grand Hotel Hungaria,4,400,haricots verts,374613.0,1320710,74479,33,33,1885,1918,0.0,0.7,120.0,,"['haricots', 'verts']","['haricots', 'verts']","[('haricots', 'NNS'), ('verts', 'NNS')]",2.0,2.0,"'haricots', 'verts'",haricots verts,1910,197.8235294117647
100976,29190,,,1951-01-01,Compagnie Generale Transatlantique,17,338,graves,2482.0,699862,55421,208,224,1886,2012,0.0,100.0,350.0,,['graves'],['graves'],"[('graves', 'NNS')]",1.0,1.0,'graves',graves,1950,379.559030418251
100977,29439,,,1953-01-01,Ledoyen,7,214,graves,2482.0,755976,56339,208,224,1886,2012,0.0,100.0,800.0,,['graves'],['graves'],"[('graves', 'NNS')]",1.0,1.0,'graves',graves,1950,658.4703947368421
100986,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,graves,2482.0,948443,63905,208,224,1886,2012,0.0,100.0,12.0,,['graves'],['graves'],"[('graves', 'NNS')]",1.0,1.0,'graves',graves,1920,379.559030418251
101151,29492,,,1955-06-02,Café De La Paix,6,117,liqueurs,7859.0,765397,56585,428,432,1865,1989,0.0,6.5,200.0,,['liqueurs'],['liqueurs'],"[('liqueurs', 'NNS')]",1.0,1.0,'liqueurs',liqueurs,1950,184.01869158878506
101528,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,soda,2651.0,949676,63908,200,202,1900,1979,0.0,12.0,2.0,,['soda'],['soda'],"[('soda', 'NN')]",1.0,1.0,'soda',soda,1920,379.559030418251
109002,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,hamburger steak,253.0,494586,44992,319,360,1893,1987,0.0,20.0,750.0,,"['hamburger', 'steak']","['hamburger', 'steak']","[('hamburger', 'NN'), ('steak', 'NN')]",2.0,2.0,"'hamburger', 'steak'",hamburger steak,1960,405.75757575757575
109025,29523,,,1955-07-07,Terrace Danieli Restaurant,7,216,hamburger steak,253.0,762623,56683,319,360,1893,1987,0.0,20.0,800.0,,"['hamburger', 'steak']","['hamburger', 'steak']","[('hamburger', 'NN'), ('steak', 'NN')]",2.0,2.0,"'hamburger', 'steak'",hamburger steak,1950,527.0734463276837
110454,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,ham and eggs,1506.0,485149,44992,572,601,1858,1987,0.0,30.0,420.0,,"['ham', 'and', 'eggs']","['ham', 'eggs']","[('ham', 'NN'), ('eggs', 'NNS')]",2.0,3.0,"'ham', 'eggs'",ham eggs,1960,405.75757575757575
110660,34833,,,1912-08-31,Grand Hotel Hungaria,4,400,ham and eggs,1506.0,1321109,74475,572,601,1858,1987,0.0,30.0,200.0,,"['ham', 'and', 'eggs']","['ham', 'eggs']","[('ham', 'NN'), ('eggs', 'NNS')]",2.0,3.0,"'ham', 'eggs'",ham eggs,1910,197.8235294117647
110661,34834,,,1912-08-31,Grand Hotel Hungaria,4,400,ham and eggs,1506.0,1320762,74479,572,601,1858,1987,0.0,30.0,200.0,,"['ham', 'and', 'eggs']","['ham', 'eggs']","[('ham', 'NN'), ('eggs', 'NNS')]",2.0,3.0,"'ham', 'eggs'",ham eggs,1910,197.8235294117647
111146,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,poached eggs on toast,287.0,485147,44992,348,352,1892,1968,0.0,20.0,220.0,,"['poached', 'eggs', 'on', 'toast']","['poached', 'eggs', 'toast']","[('poached', 'VBN'), ('eggs', 'NNS'), ('toast', 'NN')]",3.0,4.0,"'poached', 'eggs', 'toast'",poached eggs toast,1960,405.75757575757575
111333,26432,Hotel Ritz,,1977-02-01,Hotel Ritz,5,84,plain omelette,186.0,496227,44851,322,355,1881,1987,0.0,15.0,170.0,,"['plain', 'omelette']","['plain', 'omelette']","[('plain', 'NN'), ('omelette', 'NN')]",2.0,2.0,"'plain', 'omelette'",plain omelette,1970,127.5
111334,26458,Orchid Room,,1969-12-01,Hotel Okura,3,99,plain omelette,186.0,494542,44973,322,355,1881,1987,0.0,15.0,250.0,,"['plain', 'omelette']","['plain', 'omelette']","[('plain', 'NN'), ('omelette', 'NN')]",2.0,2.0,"'plain', 'omelette'",plain omelette,1960,214.0
112611,26458,Orchid Room,,1969-12-01,Hotel Okura,3,99,hashed brown potatoes,3765.0,1324800,44973,274,283,1,1969,0.0,0.9,120.0,,"['hashed', 'brown', 'potatoes']","['hashed', 'brown', 'potatoes']","[('hashed', 'VBN'), ('brown', 'NN'), ('potatoes', 'NNS')]",3.0,3.0,"'hashed', 'brown', 'potatoes'",hashed brown potatoes,1960,214.0
115061,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,french pan cakes,2138.0,495004,44994,14,14,1900,1968,0.0,0.5,200.0,,"['french', 'pan', 'cakes']","['french', 'pan', 'cakes']","[('french', 'JJ'), ('pan', 'NN'), ('cakes', 'NNS')]",3.0,3.0,"'french', 'pan', 'cakes'",french pan cakes,1960,405.75757575757575
122278,29637,,,1955-12-23,Imperial Hotel Tokyo,4,50,grapes,113.0,751440,57067,887,950,1856,1969,0.0,125.0,200.0,,['grapes'],['grapes'],"[('grapes', 'NNS')]",1.0,1.0,'grapes',grapes,1950,203.8877551020408
128542,29523,,,1955-07-07,Terrace Danieli Restaurant,7,216,squash,5568.0,762195,56683,250,257,1852,1963,0.0,1.6,250.0,,['squash'],['squash'],"[('squash', 'NN')]",1.0,1.0,'squash',squash,1950,527.0734463276837
130367,29439,,,1953-01-01,Ledoyen,7,214,amontillado,1448.0,755924,56339,348,353,1851,1967,0.0,20.0,350.0,,['amontillado'],['amontillado'],"[('amontillado', 'NN')]",1.0,1.0,'amontillado',amontillado,1950,658.4703947368421
132559,27004,"restaurant Taillevent, France",,1977-02-02,Taillevent,3,420,chambertin,76.0,522075,47669,239,251,1851,1977,0.0,250.0,500.0,,['chambertin'],['chambertin'],"[('chambertin', 'NN')]",1.0,1.0,'chambertin',chambertin,1970,187.9047619047619
133190,26471,da Flavio Ristorante Antico Boeucc,,1966-06-20,Da Flavio Ristorante Antico Boeucc,7,98,beaujolais,8850.0,596650,45060,130,138,1882,1988,0.0,18.0,2200.0,,['beaujolais'],['beaujolais'],"[('beaujolais', 'NN')]",1.0,1.0,'beaujolais',beaujolais,1960,1870.938775510204
133351,26471,da Flavio Ristorante Antico Boeucc,,1966-06-20,Da Flavio Ristorante Antico Boeucc,7,98,macon,1466.0,596667,45060,166,175,1865,1966,0.0,100.0,2500.0,,['macon'],['macon'],"[('macon', 'NN')]",1.0,1.0,'macon',macon,1960,1870.938775510204
133353,29439,,,1953-01-01,Ledoyen,7,214,macon,1466.0,755987,56339,166,175,1865,1966,0.0,100.0,850.0,,['macon'],['macon'],"[('macon', 'NN')]",1.0,1.0,'macon',macon,1950,658.4703947368421
133725,29190,,,1951-01-01,Compagnie Generale Transatlantique,17,338,margaux,2595.0,699841,55420,135,148,1865,2012,0.0,150.0,400.0,,['margaux'],['margaux'],"[('margaux', 'NN')]",1.0,1.0,'margaux',margaux,1950,379.559030418251
133729,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,margaux,2595.0,948433,63905,135,148,1865,2012,0.0,150.0,15.0,,['margaux'],['margaux'],"[('margaux', 'NN')]",1.0,1.0,'margaux',margaux,1920,379.559030418251
136014,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,shrimp salad,5057.0,485136,44992,578,599,1881,1987,0.0,90.0,700.0,,"['shrimp', 'salad']","['shrimp', 'salad']","[('shrimp', 'NN'), ('salad', 'NN')]",2.0,2.0,"'shrimp', 'salad'",shrimp salad,1960,405.75757575757575
138145,29637,,,1955-12-23,Imperial Hotel Tokyo,4,50,strawberry ice cream,5917.0,751414,57066,608,667,1880,1989,0.0,30.0,80.0,,"['strawberry', 'ice', 'cream']","['strawberry', 'ice', 'cream']","[('strawberry', 'NN'), ('ice', 'NN'), ('cream', 'NN')]",3.0,3.0,"'strawberry', 'ice', 'cream'",strawberry ice cream,1950,203.8877551020408
140829,26473,Savini,,1954-09-27,Savini,3,129,gorgonzola,1309.0,495522,45071,479,562,1887,1983,0.0,30.0,200.0,,['gorgonzola'],['gorgonzola'],"[('gorgonzola', 'NN')]",1.0,1.0,'gorgonzola',gorgonzola,1950,406.8627450980392
140844,29038,,,1964-12-23,Hotel Sacher,1,108,gorgonzola,1309.0,728115,54776,479,562,1887,1983,0.0,30.0,8.0,,['gorgonzola'],['gorgonzola'],"[('gorgonzola', 'NN')]",1.0,1.0,'gorgonzola',gorgonzola,1960,60.547020725388606
140845,29039,,,1964-12-27,Hotel Sacher,1,101,gorgonzola,1309.0,729380,54777,479,562,1887,1983,0.0,30.0,8.0,,['gorgonzola'],['gorgonzola'],"[('gorgonzola', 'NN')]",1.0,1.0,'gorgonzola',gorgonzola,1960,60.547020725388606
140847,29490,,,1955-06-26,La Canzone Del Mare,4,68,gorgonzola,1309.0,766209,56578,479,562,1887,1983,0.0,30.0,250.0,,['gorgonzola'],['gorgonzola'],"[('gorgonzola', 'NN')]",1.0,1.0,'gorgonzola',gorgonzola,1950,526.6666666666666
140975,34833,,,1912-08-31,Grand Hotel Hungaria,4,400,gorgonzola,1309.0,1321068,74475,479,562,1887,1983,0.0,30.0,80.0,,['gorgonzola'],['gorgonzola'],"[('gorgonzola', 'NN')]",1.0,1.0,'gorgonzola',gorgonzola,1910,197.8235294117647
140976,34833,,,1912-08-31,Grand Hotel Hungaria,4,400,gorgonzola,1309.0,1320895,74477,479,562,1887,1983,0.0,30.0,80.0,,['gorgonzola'],['gorgonzola'],"[('gorgonzola', 'NN')]",1.0,1.0,'gorgonzola',gorgonzola,1910,197.8235294117647
140977,34834,,,1912-08-31,Grand Hotel Hungaria,4,400,gorgonzola,1309.0,1320606,74479,479,562,1887,1983,0.0,30.0,80.0,,['gorgonzola'],['gorgonzola'],"[('gorgonzola', 'NN')]",1.0,1.0,'gorgonzola',gorgonzola,1910,197.8235294117647
140978,34834,,,1912-08-31,Grand Hotel Hungaria,4,400,gorgonzola,1309.0,1320804,74481,479,562,1887,1983,0.0,30.0,80.0,,['gorgonzola'],['gorgonzola'],"[('gorgonzola', 'NN')]",1.0,1.0,'gorgonzola',gorgonzola,1910,197.8235294117647
140994,26462,Mikasakaikan,,1969-12-29,Mikasakaikan,15,144,beer,19910.0,491123,45010,45,48,1900,1989,0.0,0.5,250.0,,['beer'],['beer'],"[('beer', 'NN')]",1.0,1.0,'beer',beer,1960,686.8055555555555
141164,29537,,,1955-09-07,Victor's Bar,1,73,gruyere,1624.0,768256,56719,427,486,1881,1976,0.0,45.0,80.0,,['gruyere'],['gruyere'],"[('gruyere', 'RB')]",1.0,1.0,'gruyere',gruyere,1950,124.50281690140844
144468,29523,,,1955-07-07,Terrace Danieli Restaurant,7,216,tomato,1104.0,762194,56683,365,430,1892,1987,0.0,40.0,300.0,,['tomato'],['tomato'],"[('tomato', 'NN')]",1.0,1.0,'tomato',tomato,1950,527.0734463276837
147091,29439,,,1953-01-01,Ledoyen,7,214,martell,28339.0,755939,56339,66,66,1900,1968,0.0,3.0,450.0,,['martell'],['martell'],"[('martell', 'NN')]",1.0,1.0,'martell',martell,1950,658.4703947368421
147367,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,pastry,3903.0,494890,44993,172,174,1891,1972,0.0,0.5,130.0,,['pastry'],['pastry'],"[('pastry', 'NN')]",1.0,1.0,'pastry',pastry,1960,405.75757575757575
147370,29637,,,1955-12-23,Imperial Hotel Tokyo,4,50,pastry,3903.0,751425,57066,172,174,1891,1972,0.0,0.5,60.0,,['pastry'],['pastry'],"[('pastry', 'NN')]",1.0,1.0,'pastry',pastry,1950,203.8877551020408
148757,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,fruit salad,1406.0,494873,44993,585,646,1898,1988,0.0,4.95,500.0,,"['fruit', 'salad']","['fruit', 'salad']","[('fruit', 'NN'), ('salad', 'NN')]",2.0,2.0,"'fruit', 'salad'",fruit salad,1960,405.75757575757575
148809,29637,,,1955-12-23,Imperial Hotel Tokyo,4,50,fruit salad,1406.0,751407,57066,585,646,1898,1988,0.0,4.95,250.0,,"['fruit', 'salad']","['fruit', 'salad']","[('fruit', 'NN'), ('salad', 'NN')]",2.0,2.0,"'fruit', 'salad'",fruit salad,1950,203.8877551020408
149336,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,pineapple,3958.0,494965,44994,318,335,1884,1987,0.0,25.0,130.0,,['pineapple'],['pineapple'],"[('pineapple', 'NN')]",1.0,1.0,'pineapple',pineapple,1960,405.75757575757575
151932,26463,Mon cher ton ton,,1969-12-26,Mon Cher Ton Ton,4,108,mushrooms,2006.0,485878,45014,96,102,1889,1972,0.0,1.5,200.0,,['mushrooms'],['mushrooms'],"[('mushrooms', 'NNS')]",1.0,1.0,'mushrooms',mushrooms,1960,722.2772277227723
154461,23618,"PARIS,FRANCE",DAILY;,1906-08-04,Maxim's,2,73,macaroni,1588.0,1306434,34129,229,272,1851,1969,0.0,50.0,1.5,,['macaroni'],['macaroni'],"[('macaroni', 'NN')]",1.0,1.0,'macaroni',macaroni,1900,454.34952606635073
154649,34833,,,1912-08-31,Grand Hotel Hungaria,4,400,macaroni,1588.0,1320956,74477,229,272,1851,1969,0.0,50.0,50.0,,['macaroni'],['macaroni'],"[('macaroni', 'NN')]",1.0,1.0,'macaroni',macaroni,1910,197.8235294117647
154650,34834,,,1912-08-31,Grand Hotel Hungaria,4,400,macaroni,1588.0,1320884,74481,229,272,1851,1969,0.0,50.0,50.0,,['macaroni'],['macaroni'],"[('macaroni', 'NN')]",1.0,1.0,'macaroni',macaroni,1910,197.8235294117647
154824,26463,Mon cher ton ton,,1969-12-26,Mon Cher Ton Ton,4,108,lemon pie,2551.0,485855,45014,140,146,1865,1980,0.0,5.0,250.0,,"['lemon', 'pie']","['lemon', 'pie']","[('lemon', 'NN'), ('pie', 'NN')]",2.0,2.0,"'lemon', 'pie'",lemon pie,1960,722.2772277227723
157130,29514,,,1955-06-03,Maxim's,1,79,mutton chop,8735.0,765561,56655,53,53,1858,1968,0.0,2.0,850.0,,"['mutton', 'chop']","['mutton', 'chop']","[('mutton', 'NN'), ('chop', 'NN')]",2.0,2.0,"'mutton', 'chop'",mutton chop,1950,454.34952606635073
158292,26463,Mon cher ton ton,,1969-12-26,Mon Cher Ton Ton,4,108,pudding,1213.0,485861,45014,56,70,1900,1971,0.0,10.0,150.0,,['pudding'],['pudding'],"[('pudding', 'VBG')]",1.0,1.0,'pudding',pudding,1960,722.2772277227723
158293,26463,Mon cher ton ton,,1969-12-26,Mon Cher Ton Ton,4,108,pudding,1213.0,485862,45014,56,70,1900,1971,0.0,10.0,150.0,,['pudding'],['pudding'],"[('pudding', 'VBG')]",1.0,1.0,'pudding',pudding,1960,722.2772277227723
161603,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,bacon and eggs,143.0,485150,44992,471,498,1889,1987,0.0,25.0,420.0,,"['bacon', 'and', 'eggs']","['bacon', 'eggs']","[('bacon', 'NN'), ('eggs', 'NNS')]",2.0,3.0,"'bacon', 'eggs'",bacon eggs,1960,405.75757575757575
162229,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,scrambled eggs on toast,6461.0,485148,44992,47,47,1900,1968,0.0,20.0,220.0,,"['scrambled', 'eggs', 'on', 'toast']","['scrambled', 'eggs', 'toast']","[('scrambled', 'VBN'), ('eggs', 'NNS'), ('toast', 'NN')]",3.0,4.0,"'scrambled', 'eggs', 'toast'",scrambled eggs toast,1960,405.75757575757575
162292,26461,Fujiya Hotel,,1968-01-01,Fujiya Hotel,7,170,spanish omelet,1995.0,494984,44994,147,153,1893,1987,0.0,3.75,270.0,,"['spanish', 'omelet']","['spanish', 'omelet']","[('spanish', 'JJ'), ('omelet', 'NN')]",2.0,2.0,"'spanish', 'omelet'",spanish omelet,1960,405.75757575757575
163976,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,orange,575.0,498388,45605,863,972,1,1975,0.0,25.0,100.0,,['orange'],['orange'],"[('orange', 'NN')]",1.0,1.0,'orange',orange,1950,351.86046511627904
163978,26973,Au Grand Comptoir,,1962-05-11,Au Grand Comptoir,1,62,orange,575.0,506053,47605,863,972,1,1975,0.0,25.0,150.0,,['orange'],['orange'],"[('orange', 'NN')]",1.0,1.0,'orange',orange,1960,344.5846774193548
165672,26663,Au Quai D'Orsay,,1979-08-28,Au Quai D'orsay,2,193,riesling,2351.0,510866,45981,65,69,1892,1988,0.0,8.25,68.0,,['riesling'],['riesling'],"[('riesling', 'VBG')]",1.0,1.0,'riesling',riesling,1970,77.65853658536585
165679,29439,,,1953-01-01,Ledoyen,7,214,riesling,2351.0,755968,56339,65,69,1892,1988,0.0,8.25,900.0,,['riesling'],['riesling'],"[('riesling', 'VBG')]",1.0,1.0,'riesling',riesling,1950,658.4703947368421
167171,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,gin cocktail,2694.0,947509,63909,39,40,1856,1987,0.0,1.25,6.0,,"['gin', 'cocktail']","['gin', 'cocktail']","[('gin', 'NN'), ('cocktail', 'NN')]",2.0,2.0,"'gin', 'cocktail'",gin cocktail,1920,379.559030418251
167237,26478,Ristorante Alfredo alla scrofa,,1970-10-05,Ristorante Alfredo Alla Scrofa,3,120,champagne cocktail,2663.0,490900,45088,177,193,1856,1980,0.0,3.0,700.0,,"['champagne', 'cocktail']","['champagne', 'cocktail']","[('champagne', 'NN'), ('cocktail', 'NN')]",2.0,2.0,"'champagne', 'cocktail'",champagne cocktail,1970,666.5816326530612
167382,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,champagne cocktail,2663.0,947512,63909,177,193,1856,1980,0.0,3.0,5.0,,"['champagne', 'cocktail']","['champagne', 'cocktail']","[('champagne', 'NN'), ('cocktail', 'NN')]",2.0,2.0,"'champagne', 'cocktail'",champagne cocktail,1920,379.559030418251
167438,26478,Ristorante Alfredo alla scrofa,,1970-10-05,Ristorante Alfredo Alla Scrofa,3,120,gin fizz,2665.0,490910,45088,204,206,1900,1983,0.0,40.0,600.0,,"['gin', 'fizz']","['gin', 'fizz']","[('gin', 'NN'), ('fizz', 'NN')]",2.0,2.0,"'gin', 'fizz'",gin fizz,1970,666.5816326530612
167495,29492,,,1955-06-02,Café De La Paix,6,117,gin fizz,2665.0,765310,56587,204,206,1900,1983,0.0,40.0,230.0,,"['gin', 'fizz']","['gin', 'fizz']","[('gin', 'NN'), ('fizz', 'NN')]",2.0,2.0,"'gin', 'fizz'",gin fizz,1950,184.01869158878506
167555,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,gin fizz,2665.0,947497,63909,204,206,1900,1983,0.0,40.0,7.5,,"['gin', 'fizz']","['gin', 'fizz']","[('gin', 'NN'), ('fizz', 'NN')]",2.0,2.0,"'gin', 'fizz'",gin fizz,1920,379.559030418251
168339,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,whiskey sour,2716.0,947499,63909,252,263,1900,1987,0.0,15.0,7.5,,"['whiskey', 'sour']","['whiskey', 'sour']","[('whiskey', 'JJ'), ('sour', 'NN')]",2.0,2.0,"'whiskey', 'sour'",whiskey sour,1920,379.559030418251
